id,Extrovert
18524,0.9895793795585632
18525,0.03758590295910835
18526,0.9524928331375122
18527,0.991419792175293
18528,0.03642784059047699
18529,0.9919706583023071
18530,0.9568366408348083
18531,0.0535191111266613
18532,0.9930762052536011
18533,0.019169025123119354
18534,0.9862217307090759
18535,0.9682396054267883
18536,0.03139819577336311
18537,0.9814136624336243
18538,0.08163534849882126
18539,0.9737953543663025
18540,0.9895504117012024
18541,0.9457354545593262
18542,0.08044864237308502
18543,0.9697966575622559
18544,0.027241598814725876
18545,0.030142774805426598
18546,0.9401373863220215
18547,0.021864214912056923
18548,0.9921146035194397
18549,0.9914422631263733
18550,0.9755406975746155
18551,0.9939712882041931
18552,0.05687510222196579
18553,0.10552319884300232
18554,0.9896790981292725
18555,0.9593146443367004
18556,0.03761077672243118
18557,0.985640287399292
18558,0.9933366775512695
18559,0.9960241317749023
18560,0.981951892375946
18561,0.9895897507667542
18562,0.9937926530838013
18563,0.9830150604248047
18564,0.027669603005051613
18565,0.06817435473203659
18566,0.1047007367014885
18567,0.06364752352237701
18568,0.9880140423774719
18569,0.02616916410624981
18570,0.9817430973052979
18571,0.05988544970750809
18572,0.9704303741455078
18573,0.965189516544342
18574,0.014598998241126537
18575,0.9935441017150879
18576,0.9848862290382385
18577,0.9907145500183105
18578,0.9876750707626343
18579,0.980850338935852
18580,0.9762002825737
18581,0.9802808165550232
18582,0.06001226231455803
18583,0.9905875325202942
18584,0.9665369391441345
18585,0.9858900308609009
18586,0.9734665155410767
18587,0.9885395169258118
18588,0.9480554461479187
18589,0.9571771621704102
18590,0.991157591342926
18591,0.16398270428180695
18592,0.9726038575172424
18593,0.9843752980232239
18594,0.020757148042321205
18595,0.05710730329155922
18596,0.9842319488525391
18597,0.959587574005127
18598,0.9911400675773621
18599,0.9652562737464905
18600,0.9844987988471985
18601,0.9882772564888
18602,0.9831367135047913
18603,0.9878289699554443
18604,0.975719153881073
18605,0.9890531897544861
18606,0.9866199493408203
18607,0.9814438819885254
18608,0.9866633415222168
18609,0.9831811785697937
18610,0.9928351044654846
18611,0.03619164228439331
18612,0.9927003979682922
18613,0.035194478929042816
18614,0.9656350612640381
18615,0.09121016412973404
18616,0.9577024579048157
18617,0.9898945689201355
18618,0.9886576533317566
18619,0.9827876091003418
18620,0.9850378632545471
18621,0.9904391765594482
18622,0.9700085520744324
18623,0.0787995383143425
18624,0.029659714549779892
18625,0.9786059260368347
18626,0.9598947167396545
18627,0.990774929523468
18628,0.029570527374744415
18629,0.9114763140678406
18630,0.9830290675163269
18631,0.9644140005111694
18632,0.990707278251648
18633,0.048155345022678375
18634,0.99
18635,0.9887880682945251
18636,0.018255610018968582
18637,0.02987569011747837
18638,0.9854789972305298
18639,0.9829227924346924
18640,0.9902030229568481
18641,0.9526413083076477
18642,0.9622011184692383
18643,0.09932676702737808
18644,0.9754921197891235
18645,0.06137887015938759
18646,0.9523459672927856
18647,0.9808229804039001
18648,0.963987410068512
18649,0.031639017164707184
18650,0.9852775931358337
18651,0.967096209526062
18652,0.9925462603569031
18653,0.9480444192886353
18654,0.050891026854515076
18655,0.9935380816459656
18656,0.9817954897880554
18657,0.94166499376297
18658,0.9928112626075745
18659,0.9881933331489563
18660,0.053024712949991226
18661,0.019307855516672134
18662,0.9667403697967529
18663,0.027536502107977867
18664,0.9761168956756592
18665,0.9408302307128906
18666,0.9107524156570435
18667,0.9514236450195312
18668,0.9889100790023804
18669,0.9754564166069031
18670,0.04342537000775337
18671,0.9738076329231262
